# population=uprops cc=gcc-16 cflags=-O2 -std=gnu11 -Wall -Wextra dp=c date=2026-09-11T08:57:30
set	intervals	members	span	lam	policy	sections	text	rodata	total	model_ro	model_ops	verify	mismatches	discovery_s	forms
PF	10	10	11623	16	mid	3	140	0	140	0	6.0	PASS	0	0.003425	ALL:1,MASK64:2
PF	10	10	11623	256	speed	5	160	0	160	0	3.0	PASS	0	0.003352	ALL:4,MASK64:1
CPRT	9	112	1856	0	size	2	132	0	132	0	16.0	PASS	0	0.003229	ALL:1,RANGES:1
CPRT	9	112	1856	16	mid	2	92	0	92	0	6.0	PASS	0	0.003227	MASK64:2
CPRT	9	112	1856	256	speed	4	128	0	128	0	3.0	PASS	0	0.003197	ALL:3,MASK64:1
DEVA	9	221	71758	0	size	2	152	0	152	0	16.0	PASS	0	0.003253	ALL:1,RANGES:1
DEVA	9	221	71758	16	mid	9	200	0	200	0	0.0	PASS	0	0.003195	ALL:9
DEVA	9	221	71758	256	speed	9	200	0	200	0	0.0	PASS	0	0.003265	ALL:9
HEBR	9	134	62911	0	size	2	148	0	148	0	16.0	PASS	0	0.003200	ALL:1,RANGES:1
HEBR	9	134	62911	16	mid	4	120	0	120	0	3.0	PASS	0	0.003395	ALL:3,MASK64:1
HEBR	9	134	62911	256	speed	4	120	0	120	0	3.0	PASS	0	0.003237	ALL:3,MASK64:1
NAND	9	86	69761	0	size	2	136	0	136	0	16.0	PASS	0	0.003448	ALL:1,RANGES:1
NAND	9	86	69761	16	mid	7	200	0	200	0	3.0	PASS	0	0.003248	ALL:6,MASK64:1
NAND	9	86	69761	256	speed	9	196	0	196	0	0.0	PASS	0	0.003143	ALL:9
CHER	8	182	43200	0	size	1	116	0	116	0	16.0	PASS	0	0.003624	RANGES:1
CHER	8	182	43200	16	mid	4	120	0	120	0	3.0	PASS	0	0.003199	ALL:3,MASK64:1
CHER	8	182	43200	256	speed	4	120	0	120	0	3.0	PASS	0	0.003323	ALL:3,MASK64:1
DIAK	8	72	90	0	size	1	88	0	88	0	16.0	PASS	0	0.003228	RANGES:1
DIAK	8	72	90	16	mid	3	108	0	108	0	3.0	PASS	0	0.003231	ALL:2,MASK64:1
DIAK	8	72	90	256	speed	3	108	0	108	0	3.0	PASS	0	0.003301	ALL:2,MASK64:1
GONG	8	66	72947	0	size	1	116	0	116	0	16.0	PASS	0	0.003175	RANGES:1
GONG	8	66	72947	16	mid	4	128	0	128	0	3.0	PASS	0	0.003284	ALL:3,MASK64:1
GONG	8	66	72947	256	speed	4	128	0	128	0	3.0	PASS	0	0.003290	ALL:3,MASK64:1
GONM	8	77	70646	0	size	1	108	0	108	0	16.0	PASS	0	0.003104	RANGES:1
GONM	8	77	70646	16	mid	4	128	0	128	0	3.0	PASS	0	0.003214	ALL:3,MASK64:1
GONM	8	77	70646	256	speed	4	128	0	128	0	3.0	PASS	0	0.003253	ALL:3,MASK64:1
KHAR	8	68	89	0	size	1	108	0	108	0	16.0	PASS	0	0.003195	RANGES:1
KHAR	8	68	89	16	mid	3	108	0	108	0	3.0	PASS	0	0.003177	ALL:2,MASK64:1
KHAR	8	68	89	256	speed	3	108	0	108	0	3.0	PASS	0	0.003390	ALL:2,MASK64:1
SHRD	8	109	67727	0	size	1	112	0	112	0	16.0	PASS	0	0.003354	RANGES:1
SHRD	8	109	67727	16	mid	5	168	0	168	0	3.0	PASS	0	0.003218	ALL:4,MASK64:1
SHRD	8	109	67727	256	speed	5	168	0	168	0	3.0	PASS	0	0.003332	ALL:4,MASK64:1
SUNU	8	51	71930	0	size	1	104	0	104	0	16.0	PASS	0	0.003183	RANGES:1
SUNU	8	51	71930	16	mid	3	108	0	108	0	3.0	PASS	0	0.003333	ALL:2,MASK64:1
SUNU	8	51	71930	256	speed	3	108	0	108	0	3.0	PASS	0	0.003397	ALL:2,MASK64:1
TIBT	8	211	8460	0	size	1	128	0	128	0	16.0	PASS	0	0.003309	RANGES:1
TIBT	8	211	8460	16	mid	2	80	28	108	28	6.0	PASS	0	0.003280	ALL:1,BITMAP:1
TIBT	8	211	8460	256	speed	2	80	28	108	28	6.0	PASS	0	0.003268	ALL:1,BITMAP:1
VITH	8	70	77	0	size	1	92	0	92	0	16.0	PASS	0	0.003116	RANGES:1
VITH	8	70	77	16	mid	3	132	0	132	0	3.0	PASS	0	0.003175	ALL:2,MASK64:1
VITH	8	70	77	256	speed	3	132	0	132	0	3.0	PASS	0	0.003468	ALL:2,MASK64:1
Z	8	19	12257	0	size	1	120	0	120	0	16.0	PASS	0	0.003118	RANGES:1
Z	8	19	12257	16	mid	6	164	0	164	0	3.0	PASS	0	0.003251	ALL:5,MASK64:1
Z	8	19	12257	256	speed	8	168	0	168	0	0.0	PASS	0	0.003318	ALL:8
ADLM	7	92	123713	0	size	1	100	0	100	0	14.0	PASS	0	0.003147	RANGES:1
ADLM	7	92	123713	16	mid	7	164	0	164	0	0.0	PASS	0	0.003193	ALL:7
ADLM	7	92	123713	256	speed	7	164	0	164	0	0.0	PASS	0	0.003233	ALL:7
GONM	7	75	90	0	size	1	84	0	84	0	14.0	PASS	0	0.003148	RANGES:1
GONM	7	75	90	16	mid	3	104	0	104	0	3.0	PASS	0	0.003246	ALL:2,MASK64:1
GONM	7	75	90	256	speed	3	104	0	104	0	3.0	PASS	0	0.003201	ALL:2,MASK64:1
HUNG	7	112	60582	0	size	1	100	0	100	0	14.0	PASS	0	0.003134	RANGES:1
HUNG	7	112	60582	16	mid	7	168	0	168	0	0.0	PASS	0	0.003294	ALL:7
HUNG	7	112	60582	256	speed	7	168	0	168	0	0.0	PASS	0	0.003247	ALL:7
LINB	7	211	251	0	size	1	116	0	116	0	14.0	PASS	0	0.003201	RANGES:1
LINB	7	211	251	16	mid	1	52	32	84	32	6.0	PASS	0	0.003240	BITMAP:1
LINB	7	211	251	256	speed	1	52	32	84	32	6.0	PASS	0	0.003299	BITMAP:1
MLYM	7	118	128	0	size	1	96	0	96	0	14.0	PASS	0	0.003164	RANGES:1
MLYM	7	118	128	16	mid	1	52	16	68	16	6.0	PASS	0	0.003213	BITMAP:1
MLYM	7	118	128	256	speed	1	52	16	68	16	6.0	PASS	0	0.003392	BITMAP:1
MONG	7	178	65133	0	size	1	116	0	116	0	14.0	PASS	0	0.003241	RANGES:1
MONG	7	178	65133	16	mid	7	164	0	164	0	0.0	PASS	0	0.003418	ALL:7
MONG	7	178	65133	256	speed	7	164	0	164	0	0.0	PASS	0	0.003050	ALL:7
ROHG	7	55	67374	0	size	1	96	0	96	0	14.0	PASS	0	0.003155	RANGES:1
ROHG	7	55	67374	16	mid	4	116	0	116	0	3.0	PASS	0	0.003166	ALL:3,MASK64:1
ROHG	7	55	67374	256	speed	4	116	0	116	0	3.0	PASS	0	0.003218	ALL:3,MASK64:1
TFNG	7	63	10878	0	size	1	88	0	88	0	14.0	PASS	0	0.003219	RANGES:1
TFNG	7	63	10878	16	mid	4	112	0	112	0	3.0	PASS	0	0.003240	ALL:3,MASK64:1
TFNG	7	63	10878	256	speed	4	112	0	112	0	3.0	PASS	0	0.003419	ALL:3,MASK64:1
THAA	7	66	63474	0	size	1	104	0	104	0	14.0	PASS	0	0.003169	RANGES:1
THAA	7	66	63474	16	mid	5	140	0	140	0	3.0	PASS	0	0.003446	ALL:4,MASK64:1
THAA	7	66	63474	256	speed	7	140	0	140	0	0.0	PASS	0	0.003238	ALL:7
TIBT	7	207	219	0	size	1	108	0	108	0	14.0	PASS	0	0.003112	RANGES:1
TIBT	7	207	219	16	mid	1	52	28	80	28	6.0	PASS	0	0.003140	BITMAP:1
TIBT	7	207	219	256	speed	1	52	28	80	28	6.0	PASS	0	0.003194	BITMAP:1
TODR	7	58	66291	0	size	1	92	0	92	0	14.0	PASS	0	0.003200	RANGES:1
TODR	7	58	66291	16	mid	3	96	0	96	0	3.0	PASS	0	0.003283	ALL:2,MASK64:1
TODR	7	58	66291	256	speed	3	96	0	96	0	3.0	PASS	0	0.003431	ALL:2,MASK64:1
YEZI	7	60	67750	0	size	1	96	0	96	0	14.0	PASS	0	0.003234	RANGES:1
YEZI	7	60	67750	16	mid	3	124	0	124	0	6.0	PASS	0	0.003313	ALL:1,MASK64:2
YEZI	7	60	67750	256	speed	7	144	0	144	0	0.0	PASS	0	0.003314	ALL:7
YI	7	1246	53093	0	size	1	116	0	116	0	14.0	PASS	0	0.003507	RANGES:1
YI	7	1246	53093	16	mid	5	156	0	156	0	3.0	PASS	0	0.003648	ALL:4,MASK64:1
YI	7	1246	53093	256	speed	7	164	0	164	0	0.0	PASS	0	0.003588	ALL:7
ZS	7	17	12257	0	size	1	88	0	88	0	14.0	PASS	0	0.003546	RANGES:1
ZS	7	17	12257	16	mid	7	148	0	148	0	0.0	PASS	0	0.003311	ALL:7
ZS	7	17	12257	256	speed	7	148	0	148	0	0.0	PASS	0	0.003723	ALL:7
CPRT	6	55	64	0	size	1	36	0	36	0	12.0	PASS	0	0.003499	RANGES:1
CPRT	6	55	64	16	mid	1	36	0	36	0	3.0	PASS	0	0.003234	MASK64:1
CPRT	6	55	64	256	speed	1	36	0	36	0	3.0	PASS	0	0.003763	MASK64:1
GARA	6	72	67460	0	size	1	88	0	88	0	12.0	PASS	0	0.003286	RANGES:1
GARA	6	72	67460	16	mid	4	116	0	116	0	3.0	PASS	0	0.003314	ALL:3,MASK64:1
GARA	6	72	67460	256	speed	6	132	0	132	0	0.0	PASS	0	0.003453	ALL:6
GLAG	6	134	111659	0	size	1	96	0	96	0	12.0	PASS	0	0.003601	RANGES:1
GLAG	6	134	111659	16	mid	2	84	0	84	0	3.0	PASS	0	0.003328	ALL:1,MASK64:1
GLAG	6	134	111659	256	speed	2	84	0	84	0	3.0	PASS	0	0.003547	ALL:1,MASK64:1
GONG	6	63	74	0	size	1	88	0	88	0	12.0	PASS	0	0.003195	RANGES:1
GONG	6	63	74	16	mid	2	80	0	80	0	3.0	PASS	0	0.003553	ALL:1,MASK64:1
GONG	6	63	74	256	speed	2	80	0	80	0	3.0	PASS	0	0.003206	ALL:1,MASK64:1
HIRA	6	381	115136	0	size	1	116	0	116	0	12.0	PASS	0	0.003184	RANGES:1
HIRA	6	381	115136	16	mid	6	156	0	156	0	0.0	PASS	0	0.003289	ALL:6
HIRA	6	381	115136	256	speed	6	156	0	156	0	0.0	PASS	0	0.003258	ALL:6
LIMB	6	69	4075	0	size	1	80	0	80	0	12.0	PASS	0	0.003208	RANGES:1
LIMB	6	69	4075	16	mid	3	92	0	92	0	3.0	PASS	0	0.003590	ALL:2,MASK64:1
LIMB	6	69	4075	256	speed	3	92	0	92	0	3.0	PASS	0	0.003819	ALL:2,MASK64:1
MONG	6	168	65133	0	size	1	108	0	108	0	12.0	PASS	0	0.003407	RANGES:1
MONG	6	168	65133	16	mid	4	124	0	124	0	3.0	PASS	0	0.003478	ALL:3,MASK64:1
MONG	6	168	65133	256	speed	6	148	0	148	0	0.0	PASS	0	0.003369	ALL:6
MULT	6	48	67652	0	size	1	88	0	88	0	12.0	PASS	0	0.003077	RANGES:1
MULT	6	48	67652	16	mid	2	96	0	96	0	3.0	PASS	0	0.003358	ALL:1,MASK64:1
MULT	6	48	67652	256	speed	2	96	0	96	0	3.0	PASS	0	0.003523	ALL:1,MASK64:1
NKO	6	67	63284	0	size	1	76	0	76	0	12.0	PASS	0	0.003216	RANGES:1
NKO	6	67	63284	16	mid	4	108	0	108	0	3.0	PASS	0	0.003148	ALL:3,MASK64:1
NKO	6	67	63284	256	speed	6	116	0	116	0	0.0	PASS	0	0.003340	ALL:6
OSGE	6	76	66043	0	size	1	88	0	88	0	12.0	PASS	0	0.003239	RANGES:1
OSGE	6	76	66043	16	mid	4	108	0	108	0	3.0	PASS	0	0.003172	ALL:3,MASK64:1
OSGE	6	76	66043	256	speed	6	128	0	128	0	0.0	PASS	0	0.003504	ALL:6
PC	6	10	65249	0	size	1	96	0	96	0	12.0	PASS	0	0.003233	RANGES:1
PC	6	10	65249	16	mid	6	128	0	128	0	0.0	PASS	0	0.003472	ALL:6
PC	6	10	65249	256	speed	6	128	0	128	0	0.0	PASS	0	0.003501	ALL:6
PERM	6	50	66244	0	size	1	96	0	96	0	12.0	PASS	0	0.003275	RANGES:1
PERM	6	50	66244	16	mid	4	108	0	108	0	3.0	PASS	0	0.003215	ALL:3,MASK64:1
PERM	6	50	66244	256	speed	6	120	0	120	0	0.0	PASS	0	0.003177	ALL:6
TALE	6	50	5749	0	size	1	92	0	92	0	12.0	PASS	0	0.003257	RANGES:1
TALE	6	50	5749	16	mid	4	108	0	108	0	3.0	PASS	0	0.003182	ALL:3,MASK64:1
TALE	6	50	5749	256	speed	6	128	0	128	0	0.0	PASS	0	0.003463	ALL:6
TANG	6	6931	89369	0	size	1	112	0	112	0	12.0	PASS	0	0.003385	RANGES:1
TANG	6	6931	89369	16	mid	6	152	0	152	0	0.0	PASS	0	0.003172	ALL:6
TANG	6	6931	89369	256	speed	6	152	0	152	0	0.0	PASS	0	0.003380	ALL:6
THAI	6	90	2976	0	size	1	76	0	76	0	12.0	PASS	0	0.003324	RANGES:1
THAI	6	90	2976	16	mid	6	112	0	112	0	0.0	PASS	0	0.003177	ALL:6
THAI	6	90	2976	256	speed	6	112	0	112	0	0.0	PASS	0	0.003240	ALL:6
TIRH	6	97	68489	0	size	1	96	0	96	0	12.0	PASS	0	0.003176	RANGES:1
TIRH	6	97	68489	16	mid	6	148	0	148	0	0.0	PASS	0	0.003182	ALL:6
TIRH	6	97	68489	256	speed	6	148	0	148	0	0.0	PASS	0	0.004102	ALL:6
AGHB	5	56	66156	0	size	1	88	0	88	0	10.0	PASS	0	0.003227	RANGES:1
AGHB	5	56	66156	16	mid	5	108	0	108	0	0.0	PASS	0	0.003460	ALL:5
AGHB	5	56	66156	256	speed	5	108	0	108	0	0.0	PASS	0	0.003259	ALL:5
ARMN	5	97	63504	0	size	1	76	0	76	0	10.0	PASS	0	0.003344	RANGES:1
ARMN	5	97	63504	16	mid	5	100	0	100	0	0.0	PASS	0	0.003328	ALL:5
ARMN	5	97	63504	256	speed	5	100	0	100	0	0.0	PASS	0	0.003320	ALL:5
CARI	5	53	66074	0	size	1	80	0	80	0	10.0	PASS	0	0.003272	RANGES:1
CARI	5	53	66074	16	mid	5	120	0	120	0	0.0	PASS	0	0.003483	ALL:5
CARI	5	53	66074	256	speed	5	120	0	120	0	0.0	PASS	0	0.003673	ALL:5
DEVA	5	164	70154	0	size	1	84	0	84	0	10.0	PASS	0	0.003492	RANGES:1
DEVA	5	164	70154	16	mid	5	108	0	108	0	0.0	PASS	0	0.003380	ALL:5
DEVA	5	164	70154	256	speed	5	108	0	108	0	0.0	PASS	0	0.003203	ALL:5
DUPL	5	143	160	0	size	1	88	0	88	0	10.0	PASS	0	0.003475	RANGES:1
DUPL	5	143	160	16	mid	2	100	0	100	0	3.0	PASS	0	0.003224	ALL:1,MASK64:1
DUPL	5	143	160	256	speed	2	100	0	100	0	3.0	PASS	0	0.003454	ALL:1,MASK64:1
GOTH	5	32	66196	0	size	1	84	0	84	0	10.0	PASS	0	0.003170	RANGES:1
GOTH	5	32	66196	16	mid	3	108	0	108	0	3.0	PASS	0	0.003523	ALL:2,MASK64:1
GOTH	5	32	66196	256	speed	5	104	0	104	0	0.0	PASS	0	0.003202	ALL:5
HMNG	5	127	144	0	size	1	88	0	88	0	10.0	PASS	0	0.003366	RANGES:1
HMNG	5	127	144	16	mid	2	100	0	100	0	3.0	PASS	0	0.003152	ALL:1,MASK64:1
HMNG	5	127	144	256	speed	2	100	0	100	0	3.0	PASS	0	0.003312	ALL:1,MASK64:1
KTHI	5	89	67432	0	size	1	96	0	96	0	10.0	PASS	0	0.003230	RANGES:1
KTHI	5	89	67432	16	mid	5	124	0	124	0	0.0	PASS	0	0.003215	ALL:5
KTHI	5	89	67432	256	speed	5	124	0	124	0	0.0	PASS	0	0.003226	ALL:5
LANA	5	127	142	0	size	1	88	0	88	0	10.0	PASS	0	0.003159	RANGES:1
LANA	5	127	142	16	mid	3	124	0	124	0	3.0	PASS	0	0.003375	ALL:2,MASK64:1
LANA	5	127	142	256	speed	5	112	0	112	0	0.0	PASS	0	0.003182	ALL:5
LIMB	5	68	80	0	size	1	68	0	68	0	10.0	PASS	0	0.003482	RANGES:1
LIMB	5	68	80	16	mid	2	88	0	88	0	3.0	PASS	0	0.003290	ALL:1,MASK64:1
LIMB	5	68	80	256	speed	2	88	0	88	0	3.0	PASS	0	0.003226	ALL:1,MASK64:1
LISU	5	53	72949	0	size	1	92	0	92	0	10.0	PASS	0	0.003258	RANGES:1
LISU	5	53	72949	16	mid	5	120	0	120	0	0.0	PASS	0	0.003201	ALL:5
LISU	5	53	72949	256	speed	5	120	0	120	0	0.0	PASS	0	0.003418	ALL:5
ME	5	13	41451	0	size	1	84	0	84	0	10.0	PASS	0	0.003458	RANGES:1
ME	5	13	41451	16	mid	5	116	0	116	0	0.0	PASS	0	0.003214	ALL:5
ME	5	13	41451	256	speed	5	116	0	116	0	0.0	PASS	0	0.003211	ALL:5
MULT	5	38	42	0	size	1	84	0	84	0	10.0	PASS	0	0.003352	RANGES:1
MULT	5	38	42	16	mid	1	40	0	40	0	3.0	PASS	0	0.003391	MASK64:1
MULT	5	38	42	256	speed	1	40	0	40	0	3.0	PASS	0	0.003327	MASK64:1
MYMR	5	244	67300	0	size	1	92	0	92	0	10.0	PASS	0	0.003200	RANGES:1
MYMR	5	244	67300	16	mid	5	120	0	120	0	0.0	PASS	0	0.003436	ALL:5
MYMR	5	244	67300	256	speed	5	120	0	120	0	0.0	PASS	0	0.003198	ALL:5
PHAG	5	61	36982	0	size	1	84	0	84	0	10.0	PASS	0	0.003369	RANGES:1
PHAG	5	61	36982	16	mid	5	116	0	116	0	0.0	PASS	0	0.003307	ALL:5
PHAG	5	61	36982	256	speed	5	116	0	116	0	0.0	PASS	0	0.003206	ALL:5
XUC	5	1111907	1114076	0	size	1	68	0	68	0	10.0	PASS	0	0.003264	RANGES:1
XUC	5	1111907	1114076	16	mid	3	104	0	104	0	3.0	PASS	0	0.003354	ALL:2,MASK64:1
XUC	5	1111907	1114076	256	speed	5	100	0	100	0	0.0	PASS	0	0.003631	ALL:5
ARMN	4	96	62951	0	size	1	60	0	60	0	8.0	PASS	0	0.003233	RANGES:1
ARMN	4	96	62951	16	mid	4	76	0	76	0	0.0	PASS	0	0.003654	ALL:4
ARMN	4	96	62951	256	speed	4	76	0	76	0	0.0	PASS	0	0.003373	ALL:4
AVST	4	64	68233	0	size	1	76	0	76	0	8.0	PASS	0	0.003791	RANGES:1
AVST	4	64	68233	16	mid	4	96	0	96	0	0.0	PASS	0	0.003120	ALL:4
AVST	4	64	68233	256	speed	4	96	0	96	0	0.0	PASS	0	0.003327	ALL:4
BHKS	4	97	109	0	size	1	72	0	72	0	8.0	PASS	0	0.003554	RANGES:1
BHKS	4	97	109	16	mid	4	88	0	88	0	0.0	PASS	0	0.003274	ALL:4
BHKS	4	97	109	256	speed	4	88	0	88	0	0.0	PASS	0	0.003482	ALL:4
CAKM	4	91	67426	0	size	1	76	0	76	0	8.0	PASS	0	0.003215	RANGES:1
CAKM	4	91	67426	16	mid	4	88	0	88	0	0.0	PASS	0	0.003408	ALL:4
CAKM	4	91	67426	256	speed	4	88	0	88	0	0.0	PASS	0	0.003287	ALL:4
CHAM	4	83	96	0	size	1	68	0	68	0	8.0	PASS	0	0.003164	RANGES:1
CHAM	4	83	96	16	mid	2	88	0	88	0	3.0	PASS	0	0.003278	ALL:1,MASK64:1
CHAM	4	83	96	256	speed	4	88	0	88	0	0.0	PASS	0	0.003506	ALL:4
HMNP	4	71	80	0	size	1	68	0	68	0	8.0	PASS	0	0.003296	RANGES:1
HMNP	4	71	80	16	mid	2	96	0	96	0	3.0	PASS	0	0.003448	ALL:1,MASK64:1
HMNP	4	71	80	256	speed	4	92	0	92	0	0.0	PASS	0	0.003242	ALL:4
KHMR	4	146	640	0	size	1	60	0	60	0	8.0	PASS	0	0.003376	RANGES:1
KHMR	4	146	640	16	mid	4	88	0	88	0	0.0	PASS	0	0.003225	ALL:4
KHMR	4	146	640	256	speed	4	88	0	88	0	0.0	PASS	0	0.003492	ALL:4
KHOJ	4	85	67420	0	size	1	72	0	72	0	8.0	PASS	0	0.003245	RANGES:1
KHOJ	4	85	67420	16	mid	4	92	0	92	0	0.0	PASS	0	0.003131	ALL:4
KHOJ	4	85	67420	256	speed	4	92	0	92	0	0.0	PASS	0	0.003352	ALL:4
LINA	4	386	1633	0	size	1	72	0	72	0	8.0	PASS	0	0.003311	RANGES:1
LINA	4	386	1633	16	mid	4	92	0	92	0	0.0	PASS	0	0.003443	ALL:4
LINA	4	386	1633	256	speed	4	92	0	92	0	0.0	PASS	0	0.003201	ALL:4
LYDI	4	29	67721	0	size	1	76	0	76	0	8.0	PASS	0	0.003527	RANGES:1
LYDI	4	29	67721	16	mid	4	96	0	96	0	0.0	PASS	0	0.003647	ALL:4
LYDI	4	29	67721	256	speed	4	96	0	96	0	0.0	PASS	0	0.003192	ALL:4
MAHJ	4	62	69824	0	size	1	68	0	68	0	8.0	PASS	0	0.003409	RANGES:1
MAHJ	4	62	69824	16	mid	4	92	0	92	0	0.0	PASS	0	0.003312	ALL:4
MAHJ	4	62	69824	256	speed	4	92	0	92	0	0.0	PASS	0	0.003257	ALL:4
MYMR	4	243	67300	0	size	1	76	0	76	0	8.0	PASS	0	0.003255	RANGES:1
MYMR	4	243	67300	16	mid	4	100	0	100	0	0.0	PASS	0	0.003269	ALL:4
MYMR	4	243	67300	256	speed	4	100	0	100	0	0.0	PASS	0	0.003688	ALL:4
PHLP	4	30	66928	0	size	1	72	0	72	0	8.0	PASS	0	0.003436	RANGES:1
PHLP	4	30	66928	16	mid	2	92	0	92	0	3.0	PASS	0	0.003165	ALL:1,MASK64:1
PHLP	4	30	66928	256	speed	4	92	0	92	0	0.0	PASS	0	0.003286	ALL:4
SIND	4	81	67990	0	size	1	76	0	76	0	8.0	PASS	0	0.003171	RANGES:1
SIND	4	81	67990	16	mid	4	96	0	96	0	0.0	PASS	0	0.003586	ALL:4
SIND	4	81	67990	256	speed	4	96	0	96	0	0.0	PASS	0	0.003329	ALL:4
SYRC	4	88	363	0	size	1	56	0	56	0	8.0	PASS	0	0.003388	RANGES:1
SYRC	4	88	363	16	mid	4	64	0	64	0	0.0	PASS	0	0.003136	ALL:4
SYRC	4	88	363	256	speed	4	64	0	64	0	0.0	PASS	0	0.003167	ALL:4
TAGB	4	20	63	0	size	1	68	0	68	0	8.0	PASS	0	0.003355	RANGES:1
TAGB	4	20	63	16	mid	1	36	0	36	0	3.0	PASS	0	0.003273	MASK64:1
TAGB	4	20	63	256	speed	1	36	0	36	0	3.0	PASS	0	0.003214	MASK64:1
TAKR	4	80	68966	0	size	1	76	0	76	0	8.0	PASS	0	0.003201	RANGES:1
TAKR	4	80	68966	16	mid	4	96	0	96	0	0.0	PASS	0	0.003347	ALL:4
TAKR	4	80	68966	256	speed	4	96	0	96	0	0.0	PASS	0	0.003345	ALL:4
TALU	4	83	96	0	size	1	68	0	68	0	8.0	PASS	0	0.003262	RANGES:1
TALU	4	83	96	16	mid	2	88	0	88	0	3.0	PASS	0	0.005728	ALL:1,MASK64:1
TALU	4	83	96	256	speed	4	88	0	88	0	0.0	PASS	0	0.003507	ALL:4
TANG	4	6914	7465	0	size	1	80	0	80	0	8.0	PASS	0	0.003338	RANGES:1
TANG	4	6914	7465	16	mid	4	100	0	100	0	0.0	PASS	0	0.003227	ALL:4
TANG	4	6914	7465	256	speed	4	100	0	100	0	0.0	PASS	0	0.003577	ALL:4
XSUX	4	1234	1348	0	size	1	68	0	68	0	8.0	PASS	0	0.003141	RANGES:1
XSUX	4	1234	1348	16	mid	4	88	0	88	0	0.0	PASS	0	0.003398	ALL:4
XSUX	4	1234	1348	256	speed	4	88	0	88	0	0.0	PASS	0	0.003208	ALL:4
ADLM	3	88	96	0	size	1	56	0	56	0	6.0	PASS	0	0.003379	RANGES:1
ADLM	3	88	96	16	mid	3	76	0	76	0	0.0	PASS	0	0.003182	ALL:3
ADLM	3	88	96	256	speed	3	76	0	76	0	0.0	PASS	0	0.003211	ALL:3
AHOM	3	65	71	0	size	1	56	0	56	0	6.0	PASS	0	0.003334	RANGES:1
AHOM	3	65	71	16	mid	3	76	0	76	0	0.0	PASS	0	0.003256	ALL:3
AHOM	3	65	71	256	speed	3	76	0	76	0	0.0	PASS	0	0.003259	ALL:3
BOPO	3	77	11990	0	size	1	56	0	56	0	6.0	PASS	0	0.003316	RANGES:1
BOPO	3	77	11990	16	mid	3	72	0	72	0	0.0	PASS	0	0.003447	ALL:3
BOPO	3	77	11990	256	speed	3	72	0	72	0	0.0	PASS	0	0.003361	ALL:3
BRAH	3	115	128	0	size	1	60	0	60	0	6.0	PASS	0	0.003386	RANGES:1
BRAH	3	115	128	16	mid	3	72	0	72	0	0.0	PASS	0	0.003267	ALL:3
BRAH	3	115	128	256	speed	3	72	0	72	0	0.0	PASS	0	0.003239	ALL:3
BUGI	3	31	36816	0	size	1	60	0	60	0	6.0	PASS	0	0.003408	RANGES:1
BUGI	3	31	36816	16	mid	3	76	0	76	0	0.0	PASS	0	0.003506	ALL:3
BUGI	3	31	36816	256	speed	3	76	0	76	0	0.0	PASS	0	0.003225	ALL:3
CANS	3	726	67264	0	size	1	68	0	68	0	6.0	PASS	0	0.003141	RANGES:1
CANS	3	726	67264	16	mid	3	84	0	84	0	0.0	PASS	0	0.003426	ALL:3
CANS	3	726	67264	256	speed	3	84	0	84	0	0.0	PASS	0	0.003359	ALL:3
CHER	3	172	38944	0	size	1	64	0	64	0	6.0	PASS	0	0.003114	RANGES:1
CHER	3	172	38944	16	mid	3	76	0	76	0	0.0	PASS	0	0.003423	ALL:3
CHER	3	172	38944	256	speed	3	76	0	76	0	0.0	PASS	0	0.003210	ALL:3
CO	3	137468	1056766	0	size	1	68	0	68	0	6.0	PASS	0	0.003201	RANGES:1
CO	3	137468	1056766	16	mid	3	84	0	84	0	0.0	PASS	0	0.003080	ALL:3
CO	3	137468	1056766	256	speed	3	84	0	84	0	0.0	PASS	0	0.003133	ALL:3
COPT	3	137	10526	0	size	1	56	0	56	0	6.0	PASS	0	0.003111	RANGES:1
COPT	3	137	10526	16	mid	3	72	0	72	0	0.0	PASS	0	0.003288	ALL:3
COPT	3	137	10526	256	speed	3	72	0	72	0	0.0	PASS	0	0.003397	ALL:3
DOGR	3	82	69336	0	size	1	60	0	60	0	6.0	PASS	0	0.003131	RANGES:1
DOGR	3	82	69336	16	mid	3	80	0	80	0	0.0	PASS	0	0.003356	ALL:3
DOGR	3	82	69336	256	speed	3	80	0	80	0	0.0	PASS	0	0.003190	ALL:3
ELBA	3	42	66673	0	size	1	52	0	52	0	6.0	PASS	0	0.003379	RANGES:1
ELBA	3	42	66673	16	mid	3	68	0	68	0	0.0	PASS	0	0.003232	ALL:3
ELBA	3	42	66673	256	speed	3	68	0	68	0	0.0	PASS	0	0.003392	ALL:3
GARA	3	69	80	0	size	1	56	0	56	0	6.0	PASS	0	0.003152	RANGES:1
GARA	3	69	80	16	mid	3	76	0	76	0	0.0	PASS	0	0.003611	ALL:3
GARA	3	69	80	256	speed	3	76	0	76	0	0.0	PASS	0	0.003652	ALL:3
HATR	3	26	32	0	size	1	56	0	56	0	6.0	PASS	0	0.003337	RANGES:1
HATR	3	26	32	16	mid	1	32	0	32	0	3.0	PASS	0	0.003223	MASK64:1
HATR	3	26	32	256	speed	3	72	0	72	0	0.0	PASS	0	0.003445	ALL:3
HUNG	3	108	128	0	size	1	60	0	60	0	6.0	PASS	0	0.003606	RANGES:1
HUNG	3	108	128	16	mid	3	76	0	76	0	0.0	PASS	0	0.003138	ALL:3
